idCsfd;sTitle;sType;iYear;iRating;iRuntime;urlPoster;urlCsfd;sCountry;sGenre;sTitle_EN;sStory;sCopyright;sTags;sSeries;sEpisodes;sDirector;sActor;sAuthor;sPlatforms;sNominated;sAwarded;urlDirector1;urlActor1;urlActor2;urlActor3;urlSource
6171;Star Wars: Epizoda II - Klony útočí;m;2002;79,50753254;142.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/158/598/158598302_f7ceae.jpg;https://www.csfd.cz/film/6171-star-wars-epizoda-ii-klony-utoci/;USA;Sci-Fi / Fantasy / Dobrodružný / Akční;Hvězdné války: Epizoda II - Klony útočí;"10 let po Epizodě I pokračují dobrodružství a dramatické osudy rytířů Jedi Anakina Skywalkera a Obi-Wana Kenobiho, kteří mají za úkol chránit senátorku Padmé Amidaluovou, jejíž život je ohrožen. Ke zvýšení napětí, jak se budou vyvíjet vztahy ""starwarsových"" hrdinů se režisér Lucas snaží děj poněkud utajit. Ale přesto jsou tu některé informace o tom, co nového se v tomto díle dozvíte více o Padmé Amidale a jejím milostném vztahu k Anakinovi, který se stane osudným pro další osud celé galaxie. Bude odhalen původ Boby Fetta a úderných oddílů Impéria. Epizoda II objasní, jak to je s ""Válkou klonů"", zmiňovanou v původních Hvězdných válkách. Film je temnější než Epizoda I a jeho atmosféra se blíží filmu Impérium vrací úder. Padmé a Anakin prožívají většinu filmového dobrodružství spolu a s Obi-Wan Kenobim se potkají až na konci filmu. Vrátíme se s hrdiny na Coruscant, Naboo a Tatooine. A poznáte 2 nové planety.";16.05.2002 20th Century Fox;láska, smrt, matka, město, útěk, zbraně, pomsta, politika, vojáci, pronásledování, souboje, moře, armáda, mimozemšťané, vesmír, poušť, nájemný vrah, bitva, roboti, vesmírná loď, výbuch, bomba, atentát, otroctví, Wilhelm scream, lovci lidí, déšť, Star Wars, stíhačky, klonování, mrakodrap;;;George Lucas;Ewan McGregor, Natalie Portman, Hayden Christensen, Christopher Lee, Samuel L. Jackson, Frank Oz, Ian McDiarmid, Pernilla August, Temuera Morrison, Jimmy Smits;;https://srv.tunefindforfans.com/showads/track/srvclk.php?aid=100006796&lp=https://www.disneyplus.com/en-cz/browse/entity-39cbdf17-1bbe-4de2-b4a4-8e342875c2c6<br>https://srv.clickfuse.com/ads/adclkr.php?id=100006636&url=https://tv.apple.com/cz/movie/star-wars-attack-of-the-clones/umc.cmc.27tj6w4r4fpeziazh0cyza2bq<br>https://www.youtube.com/watch?v=y-QIScKylB8<br>https://srv.tunefindforfans.com/showads/track/srvclk.php?aid=100006796&lp=https://www.disneyplus.com/en-cz/browse/entity-39cbdf17-1bbe-4de2-b4a4-8e342875c2c6<br>https://srv.clickfuse.com/ads/adclkr.php?id=100006636&url=https://tv.apple.com/cz/movie/star-wars-attack-of-the-clones/umc.cmc.27tj6w4r4fpeziazh0cyza2bq<br>https://www.youtube.com/watch?v=y-QIScKylB8<br>/film/1178727-disney-gallery-star-wars-boba-fett-zakon-podsveti/prehled/<br>/film/849599-disney-galerie-star-wars-mandalorian/prehled/<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;Academy Awards (1x)<br>Critics Choice Awards (1x)<br>The Saturn Awards (8x)<br>Golden Raspberry Awards (Razzies) (5x)<br>;The Saturn Awards (2x)<br>Golden Raspberry Awards (Razzies) (2x)<br>;;;;;
1092;Nenápadný půvab buržoazie;m;1972;79,50289411;102.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/000/001/1108_5a2421.png;https://www.csfd.cz/film/1092-nenapadny-puvab-burzoazie/;Francie / Itálie / Španělsko;Komedie / Drama / Fantasy;Le Charme discret de la bourgeoisie;Skupina přátel z vyšší společnosti by ráda společně pojedla, toto banální přání se však ukáže jako nesplnitelné. Hosté se sejdou, popíjejí, konverzují, ale ke společnému jídlu nikdy nedojde – a události, které jej maří, jsou čím dál tím bizarnější. Spletitý, hravý příběh graduje v absurdním, snovém finále. Na základě této groteskní zápletky Buñuel se zlomyslným humorem analyzuje povrchnost společnosti i její ideály, přičemž nešetří církevní hodnostáře, vrcholné politiky, revolucionáře, vojáky ani aristokraty. Směšnotrapná společenská faux pas v nejvážnějších situacích umocňují satirický náboj filmu. Režisér nabízí pohled do podvědomí znuděných snobů – komické scény střídají zdánlivě nesouvisející situace a pro Buñuela typické absurdní snové sekvence. V duchu surrealistické hry jsou akcentovány motivy snu, sexu a smrti. Hlavní postava (velvyslanec jihoamerického státu, vydělávajícího peníze na výrobě a pašování drog) umožnila režisérovi vyjádřit určitou dobovou levicovou angažovanost, většina kritizovaných společenských nešvarů je však aktuální i dnes.;01.07.1990 Ústřední půjčovna filmů;muž, žena, smrt, manželé, sny, satira, parodie, experiment, surrealismus, restaurace, sobectví;;;Luis Buñuel;Fernando Rey, Paul Frankeur, Delphine Seyrig, Bulle Ogier, Stéphane Audran, Jean-Pierre Cassel, Milena Vukotic, Claude Piéplu, Michel Piccoli, Julien Bertheau;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;Academy Awards (1x)<br>British Academy of Film and Television Arts (BAFTA) (3x)<br>Golden Globes (1x)<br>New York Film Critics Circle Awards (2x)<br>;Academy Awards (1x)<br>British Academy of Film and Television Arts (BAFTA) (2x)<br>;;;;;
765289;Přiznání;s;2019;79,47655398;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/164/291/164291227_va5ntv.jpg;https://www.csfd.cz/film/765289-priznani/;Velká Británie;Krimi;A Confession;Šestidílná série z produkce britské ITV vychází ze skutečného kriminálního případu, který ve své době otřásl celou Británíí. V brzkých ranních hodinách v sobotu 19. března 2011 zmizela beze stopy v ulicích Swindonu v jihozápadní Anglii dvaadvacetiletá Sian O’Callaghanová, která si vyšla s kamarádkami do jednoho z klubů v centru města. Vyšetřování jejího zmizení od samého počátku vedl detektiv Stephen Fulcher. Zkušený policejní důstojník vycházel z hypotézy, že Sian se stala obětí únosu a je držena proti své vůli na neznámém místě. Jako svou prioritu si stanovil zajištění jejího bezpečného návratu k jejím blízkým a tomuto cíli podřídil všechny své kroky, čímž si způsobil nemalé problémy. Kriminální thriller, který se postupně vyvíjí v komplikované soudní drama, se vedle samotného vyšetřování a detektiva Fulchera soustředí také na nejbližší rodinné příslušníky, zasažené zločinem a klade si nelehké otázky po podstatě spravedlnosti, na něž neexistují snadné odpovědi. (Česká televize);V TV od 02.09.2019 Independent Television;podle skutečného příběhu;0.0;6.0;Paul Andrew Williams;Martin Freeman, Imelda Staunton, Siobhan Finneran, Owain Arthur, Kate Ashfield, Derek Riddell, Peter Wight, Daniel Betts, Charlie Cooper, Faye McKeever;;https://www.ceskatelevize.cz/porady/12995804753-priznani?utm_source=csfd&utm_medium=section_vod&utm_campaign=link<br>http://www.ceskatelevize.cz<br>http://www.ceskatelevize.cz<br>https://www.ceskatelevize.cz/porady/12995804753-priznani?utm_source=csfd&utm_medium=section_vod&utm_campaign=link<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
369825;Kniha džunglí;m;2016;79,47283049;106.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/160/571/160571566_81fef0.jpg;https://www.csfd.cz/film/369825-kniha-dzungli/;USA / Velká Británie;Dobrodružný / Drama / Rodinný / Fantasy;The Jungle Book;Hrdinou filmu je chlapec Mauglí (nováček Neel Sethi), člověčí mládě vychované v džungli vlčí smečkou. Do džungle však přichází hrozivý tygr Šér Chán, jenž si nese jizvy způsobené člověkem. Šér Chán chce zničit vše, co vnímá jako ohrožení a Mauglí cítí, že již v džungli není vítán. A tak opouští svůj domov a vydává se na dobrodružnou cestu plnou poznání. Provází ho přísný mentor, pardál Baghíra, a veselý medvěd Balú. Cestou džunglí se Mauglí setká se zvířaty, které to s ním nemyslí vždy dobře. Patří mezi ně krajta Ká, jejíž svůdný hlas a pronikavý pohled hypnotizují člověčí mládě, a marnivý král Ludvík, který se snaží Mauglího přemluvit, aby mu prozradil tajemství překrásného, leč smrtonosného Rudého květu: ohně. (Falcon);15.04.2016 Walt Disney Studios Motion Pictures;podle knihy, chlapec, zvířata, džungle, požár, oheň, medvědi, opice, sloni, vlci, hadi, tygři, vlčí dítě, panteři;;;Jon Favreau;Neel Sethi, Bill Murray, Ben Kingsley, Idris Elba, Lupita Nyong'o, Scarlett Johansson, Giancarlo Esposito, Christopher Walken, Garry Shandling, Emjay Anthony;Rudyard Kipling;https://srv.tunefindforfans.com/showads/track/srvclk.php?aid=100006796&lp=https://www.disneyplus.com/en-cz/browse/entity-f50cb3b5-0959-4316-97bc-24ea049b753d<br>https://srv.clickfuse.com/ads/adclkr.php?id=100006636&url=https://tv.apple.com/cz/movie/the-jungle-book/umc.cmc.4givmnl788an88xihendpuqkc<br>/novinky/6380-disney-planuje-hraneho-bambiho/<br>/novinky/6380-disney-planuje-hraneho-bambiho/<br>/novinky/6380-disney-planuje-hraneho-bambiho/<br>/novinky/6025-disney-naslo-svoji-ursulu/<br>/novinky/6025-disney-naslo-svoji-ursulu/<br>/novinky/6025-disney-naslo-svoji-ursulu/<br>/novinky/5366-maugli-miri-na-netflix/<br>/novinky/5366-maugli-miri-na-netflix/<br>/novinky/5366-maugli-miri-na-netflix/<br>https://srv.tunefindforfans.com/showads/track/srvclk.php?aid=100006796&lp=https://www.disneyplus.com/en-cz/browse/entity-f50cb3b5-0959-4316-97bc-24ea049b753d<br>https://srv.clickfuse.com/ads/adclkr.php?id=100006636&url=https://tv.apple.com/cz/movie/the-jungle-book/umc.cmc.4givmnl788an88xihendpuqkc<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;Florida Film Critics Circle Awards (1x)<br>The Saturn Awards (5x)<br>;Academy Awards (1x)<br>British Academy of Film and Television Arts (BAFTA) (1x)<br>Critics Choice Awards (1x)<br>The Saturn Awards (1x)<br>;;;;;
340077;Hledání;s;2014;79,4722475;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/166/993/166993664_cba842.jpg;https://www.csfd.cz/film/340077-hledani/;USA;Komedie / Drama / Romantický;Looking;"Zbrusu nový komediální seriál z produkce HBO se točí kolem tří kamarádů třicátníků ze San Francisca, kteří objevují vzrušující a někdy až ohromující možnosti dostupné nové generaci homosexuálů. Seriál Hledání nabízí nezkreslený pohled do zákulisí životů a milostných vztahů tří blízkých přátel, gayů v současném San Franciscu. Přátelství je sice spojuje, každý z nich se však nachází v odlišné životní fázi. Patrik je devětadvacetiletý vývojář počítačových her, který se znovu pokouší najít partnera poté, co se jeho bývalý zasnoubil. Jednatřicetiletý ambiciózní umělec Augustín se rozhoduje mezi dosavadním monogamním stylem života a sdílením společné domácnosti se svým přítelem. Nejstarším členem partičky je devětatřicetiletý číšník Dom, který vykonává své povolání už hezkou řádku let, čelí střednímu věku a jeho profesní i milostné představy zůstávají stále nenaplněny. Příběhy této trojice se dramaticky proplétají a odvíjejí v době, která homosexuálům poskytuje spoustu příležitostí a práv, v níž se každý z členů pokouší najít svůj kousek štěstí a lásky. Důležitým prvkem seriálu je mix společenské pokrokovosti, nevyzpytatelnosti a sexuální otevřenosti v sanfranciské oblasti Bay Area s reálnými místy, ve kterých hlavní postavy žijí. V Hledání se seznámíme také s Domovou spolubydlící Doris, Augustínovým přítelem Frankem, Patrikovým spolupracovníkem Owenem a s objekty milostného zájmu Kevinem, Lynnem a Richiem.Seriál z originální produkce HBO Hledání se vrací s deseti zbrusu novými díly, jež nabízejí nezkreslený pohled na zkušenosti tří blízkých přátel, Patricka, Agustína a Doma, kteří žijí a milují v současném San Franciscu. V průběhu druhé řady najde Patrick v profesním i milostném životě to, co hledal. Záhy si však uvědomí, že to vlastně doopravdy není to, co potřebuje. Se svým šéfem Kevinem, který má stále stejného partnera, rozjede Patrick zběsilou aférku a při tom se pokouší zjistit, jestli můžou s Richiem zůstat přáteli. Agustín, který se od konce předchozí řady zmítá v porozchodové krizi, se rozhodne pověsit své umělecké ambice na hřebík a snaží se navázat přátelství s HIV pozitivním ""medvědem"" jménem Eddie. Dom nepřestává snít o otevření vlastní restaurace, přičemž přichází řada úspěchů i proher co se týče financí i jeho vztahu s Lynnem. Seriál i nadále zkoumá hledání štěstí a důvěrného vztahu ve věku, kdy možnosti a práva gayů nemají obdoby, na pozadí progresivní, sexuálně otevřené kultury San Francisca. (HBO Europe)";V TV od 19.01.2014 Home Box Office;láska, přátelství, přátelé, gay, sex, LGBTQ+, homosexualita, coming out;2.0;18.0;Andrew Haigh, Ryan Fleck, Joe Swanberg;Jonathan Groff, Frankie J. Alvarez, Murray Bartlett, Lauren Weedman, Russell Tovey, Raúl Castillo, Scott Bakula, O.T. Fagbenle, Daniel Franzese, Vanessa Ross;;https://www.hbomax.com/cz/en/shows/looking/d9eb25df-e3ba-4e32-b407-8e418ff9d0fe<br>http://www.hbo.eu<br>http://www.hbo.eu<br>https://www.hbomax.com/cz/en/shows/looking/d9eb25df-e3ba-4e32-b407-8e418ff9d0fe<br>http://www.hbo.com/looking#/<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
1464286;Červený Bedrník;s;1999;79,46768061;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/169/441/169441411_e76fde.jpg;https://www.csfd.cz/film/1464286-cerveny-bedrnik/;Velká Británie;Dobrodružný / Drama;The Scarlet Pimpernel;;V TV od 31.01.1999 BBC;;2.0;6.0;Simon Langton, Patrick Lau, Graham Theakston;Richard E. Grant, Julie Cox, Ron Donachie, Martin Shaw, David Fisher, Elizabeth McGovern, Zdeněk Srstka, Daniel Rous, Petra Špindlerová, James Callis;Emmuska Orczy;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
15622;Charlie: Všichni pejskové jdou do nebe;m;1989;79,42283563;89.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/160/988/160988169_3bc3cb.jpg;https://www.csfd.cz/film/15622-charlie-vsichni-pejskove-jdou-do-nebe/;Velká Británie / Irsko;Animovaný / Dobrodružný / Fantasy / Rodinný;Charlie;"Charlie není pes jako všichni ostatní. Dal by se přirovnat k Nicku Marshallovi z Po čem ženy touží, prostě pouliční vůdce, miláček fenek, nekonečný frajírek a bonviván. No a pak jednoho dne je konec a Charlie umře. A aby nemusel jít do nebe, kde je to pro takovéhle týpky vážně děsivá nuda, přijme Satanovu nabídku a zaprodá mu svou duši. Za ni dostane výměnou druhý život na Zemi a hodinky, které musí stále tikat, jinak propadne navždy peklu. To je ale Charliemu upřímně jedno, protože může zůstat a dál si užívat ""života"". Jenže... (monolog)";Na DVD od 01.12.2006 Dimas;přátelství, přátelé, dívka, psi;;;Don Bluth, Gary Goldman, Dan Kuenster;Dom DeLuise, Burt Reynolds, Loni Anderson, Ken Page, Dick Zondag, Melba Moore, Judith Barsi, David N. Weiss, Vic Tayback, John K. Carr;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
360610;Noragami;s;2014;79,41320293;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/159/667/159667428_bb7a69.jpg;https://www.csfd.cz/film/360610-noragami/;Japonsko;Animovaný / Akční / Fantasy / Komedie;ノラガミ;Na hranici svetov žije okolo osem miliónov bohov a ešte viac mŕtvych duší. Jedným z nich je aj chlapec Yato, ktorý je, ako inak, boh. Ak ho ľudia požiadajú o pomoc, príde a za päť yenov im splní ich prianie, aspoň to tvrdí. Jedného dňa, keď beží cez cestu, ho uvidí stredoškoláčka menom Iki Hiyori a zachráni ho pred smrťou. Sama na to pri tom doplatí, keď ju zrazí autobus. Keď sa preberie v nemocnici, je šokovaná, pretože to vyzerá tak, že ona ako jediná videla chlapca, ktorému zachránila život. No ako čoskoro zistí, záchrana bola celkom zbytočná a spôsobí jej mnohé problémy... (Chinese Ashio);V TV od 05.01.2014 Tokyo MX;láska, smrt, přátelství, přátelé, vražda, dívka, děti, anime, pomsta, zrada, souboje, studenti, nenávist, střední škola, duchové, magie, restaurace, mytologie, bezdomovectví, bohové, nesmrtelnost, reinkarnace, telepatie;2.0;25.0;Kótaró Tamura, Masaši Abe, Satoši Nakagawa;Hiroši Kamija, Maaja Učida, Júki Kadži, Aki Tojosaki, Mijuki Sawaširo, Rie Kugimija, M.A.O, Miki Itó, Nao Tójama, Misaki Kuno;Adachi Toka;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
72462;Šmoulové;s;1981;79,41200089;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/000/450/450071_d042c3.jpg;https://www.csfd.cz/film/72462-smoulove/;USA / Belgie;Animovaný / Rodinný / Fantasy;The Smurfs;Veselé příběhy malých, ale modrou barvou nápadných skřítků - šmoulů. Šmoulové si žijí svým bezstarostným životem, který jim věčně kazí zlý černokněžník Gargamel a jeho kocour Azrael, kteří jsou posedlí touhou pochytat všechny šmouly a sníst je... (wader);V TV od 12.09.1981 National Broadcasting Company (NBC);zvířata, les, podle komiksu, kouzla, čarodějové;9.0;256.0;Ray Patterson, Carl Urbano, Don Lusk;Don Messick, Danny Goldman, Lucille Bliss, Frank Welker, Michael Bell, June Foray, Hamilton Camp, William Callaway, Alan Oppenheimer, Alan Young;Peyo;https://www.ceskatelevize.cz/porady/11637470245-smoulove?utm_source=csfd&utm_medium=section_vod&utm_campaign=link<br>https://www.ceskatelevize.cz/porady/11637470245-smoulove?utm_source=csfd&utm_medium=section_vod&utm_campaign=link<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
124513;Tvář toho druhého;m;1966;79,4011976;124.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/160/805/160805684_d7d125.jpg;https://www.csfd.cz/film/124513-tvar-toho-druheho/;Japonsko;Drama / Sci-Fi;Tanin no kao;Pan Okuyama je uznávaný vědec, jehož tvář je jednoho dne při nehodě v práci zdeformována. Ačkoli jej jeho manželka stále respektuje a zaměstnavatel nevidí důvod, proč by měl opouštět své místo, Okuyama se nemůže ubránit pocitu, že se kvůli jeho znetvořené tváři skryté v obvazech jeho okolí přetvařuje. Chybí mu doby, kdy se mohl vydat do společnosti a nebyl středem nechtěné pozornosti. Proto se na doporučení psychiatra podrobuje experimentu. Je mu vytvořena maska, která je po nasazení neroznatelná od lidského obličeje. S maskou se může procházet po ulici nebo posedět v baru bez toho, aby si na něj lidé ukazovali prstem, ale Okuyamu trápí, proč tomu tak nemůže být i bez masky. Nakonec se nechává zlákat možnostmi, které mu maska skýtá a uchyluje se k morálně nepřijatelným činům. (Sesshoumaru);;muž, žena, 20. století, Japonsko, předsudky, období 1960-1970, japonská nová vlna;;;Hiroši Tešigahara;Tacuja Nakadai, Kjóko Kišida, Eidži Okada, Mačiko Kjó, Minoru Čiaki, Tóru Takemicu, Ecuko Ičihara, Mikidžiró Hira, Kunie Tanaka, Bibari Maeda;Kóbó Abe;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
617607;Skandál po anglicku;s;2018;79,38176198;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/162/668/162668096_4e21a0.jpg;https://www.csfd.cz/film/617607-skandal-po-anglicku/;Velká Británie;Životopisný / Krimi / Drama;A Very English Scandal;"Drama ""Skandál po anglicku"" vypráví šokující skutečný příběh prvního britského politika, který kdy stanul před soudem za vražedné spiknutí. Děj se odehrává na konci šedesátých let minulého století, v době, kdy je homosexualita čerstvě dekriminalizována. Jeremy Thorpe (Hugh Grant), předseda liberální strany, který je zároveň nejmladším předsedou jakékoli britské politické strany za posledních sto let, má tajemství, jež se zoufale snaží utajit. Dokud se kolem ochomýtá jeho užvaněný bývalý milenec Norman Scott (Ben Whishaw), Thorpeova slibně se rozvíjející kariéra je v ohrožení. Nakonec vidí jen jediný způsob, jak Scotta navždy umlčet. Soudní proces s Jeremy Thorpem jednou provždy změní politiku poté, co britská veřejnost odhalí nejtemnější tajemství vládních činitelů i to, kam až jsou ochotni zajít, aby je ututlali. (HBO Europe)";;podle knihy, gay, politika;0.0;3.0;Stephen Frears;Hugh Grant, Ben Whishaw, Daniel Weyman, Fisayo Akinade, David Bamber, Naomi Battrick, Tim Chipping, Michael Culkin, Monica Dolan, Michele Dotrice;John Preston;http://www.hbo.eu<br>http://www.hbo.eu<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;Golden Globes (2x)<br>Critics Choice Awards (2x)<br>;Golden Globes (1x)<br>Critics Choice Awards (1x)<br>;;;;;
1641;Divotvorný hrnec;m;1968;79,3814433;141.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/159/533/159533450_2b715c.jpg;https://www.csfd.cz/film/1641-divotvorny-hrnec/;USA;Rodinný / Fantasy / Muzikál;Finian's Rainbow;"Nestárnoucí muzikál v režii Francise Forda Coppoly se skvělým Fredem Astairem je založen na brodwayské show ze 40. let. Tajemný Ir se přestěhuje do malého jižanského městečka. Má v plánu zakopat kouzelný hrnec zlata, který ukradl skřítkovi Ogovi, a vypěstovat si tak bohatou ""úrodu"". Ale jeho plány jsou zničeny ve chvíli, kdy jeho dcera Sharon vysloví nesprávné přání ve chvíli, kdy stojí nad kouzelným hrncem.";09.10.1968 Warner Brothers/Seven Arts;podle divadelní hry, americký jih;;;Francis Ford Coppola;Fred Astaire, Petula Clark, Tommy Steele, Don Francks, Keenan Wynn, Al Freeman Jr., Wright King, Jester Hairston, Roy Glenn, Ronald Colby;;https://srv.clickfuse.com/ads/adclkr.php?id=100006636&url=https://tv.apple.com/cz/movie/finians-rainbow/umc.cmc.7j834gito0eaefnzr9tr5jr2l<br>https://www.youtube.com/watch?v=jc6QN3_-OGY<br>https://srv.clickfuse.com/ads/adclkr.php?id=100006636&url=https://tv.apple.com/cz/movie/finians-rainbow/umc.cmc.7j834gito0eaefnzr9tr5jr2l<br>https://www.youtube.com/watch?v=jc6QN3_-OGY<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;Academy Awards (2x)<br>Golden Globes (4x)<br>;;;;;;
225432;Za rozbřesku;s;2006;79,37830688;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/166/509/166509527_90b15c.jpg;https://www.csfd.cz/film/225432-za-rozbresku/;USA;Akční / Drama / Sci-Fi / Thriller;Day Break;Detektiv Brett Hopper prožívá jeden den stále dokola. Pokaždé se probudí vedle své krásné přítelkyně Rity. Za oknem sedí holub a v televizi hlásí, že se na dálnici převrátil nákladní vůz s plínkami. Vždy je také neprávem obviněn z vraždy Alberta Garzy. Kyž se znovu probouzí do tohoto opakujícího se dne, vše si pamatuje. Díky tomu má o všem, co se stane, přehled a může tak zachránit mnoho lidí. Pokud chce, aby konečně nastal zítřek, musí najít pravého vraha zástupce státního nadvládního Alberta Garzy. (fray);V TV od 15.11.2006 ABC TV Network;časová smyčka;0.0;13.0;Rob Bowman, Bryan Spicer, David Von Ancken;Taye Diggs, Moon Bloodgood, Victoria Pratt, Meta Golding, Ramon Rodriguez, Adam Baldwin, Michael McGrady, Joe Nieves, Mitch Pileggi, Ian Anthony Dale;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
692824;Tenki no ko;m;2019;79,37388193;114.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/163/517/163517104_1c5f6a.jpg;https://www.csfd.cz/film/692824-tenki-no-ko/;Japonsko;Animovaný / Fantasy / Romantický;天気の子;Středoškolák Hodaka se rozhodne k radikálnímu kroku a uteče ze svého rodného, izolovaného ostrova do Tokia. Zanedlouho zjišťuje, že život v Tokiu není žádný med a čím dál více uzavřený Hodaka se dostává do tíživé finanční situace, protože si nemůže najít práci. Nekonečné deštivé dny jako kdyby symbolizovaly Hodakovo trápení. V nouzi přijímá práci editora v podezřelém okultním plátku, ale jeho dny doslova rozjasní až setkání s neobyčejnou dívkou Hinou. Hina totiž má schopnost zastavit déšť a rozehnat oblaka... (Scalpelexis);19.07.2019 Toho Company;láska, dívka, tajemství, děti, mládež, město, záhady, touha, útěk, chlapec, anime, peníze, novináři, léto, chudoba, Japonsko, sirotek, paranormální jevy, média, žurnalistika, bouře, nezaměstnanost, déšť, Tokio;;;Makoto Šinkai;Nana Mori, Šun Oguri, Cubasa Honda, Sei Hiraizumi, Júki Kadži, Čieko Baišó, Sakura Kirjú, Kótaro Daigo, Taito Ban, Iori Saeki;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;Robert Awards (Danish Film Awards) (1x)<br>Florida Film Critics Circle Awards (1x)<br>;;;;;;
1124772;Inujaša;s;2000;79,35965848;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/165/937/165937311_a42d71.jpg;https://www.csfd.cz/film/1124772-inujasa/;Japonsko;Animovaný / Dobrodružný / Drama / Fantasy / Komedie / Romantický;犬夜叉;;V TV od 16.10.2000 Nippon TV;isekai;2.0;193.0;Tošija Šinohara, Micuko Kase, Kaoru Suzuki;Jošinori Sonobe, Tomohisa Asó, Hikaru Hanada, Kazuja Nakai, Rjúgo Saitó, Hidenari Ugaki, Seidži Sasaki, Takeši Aono, Rie Iwacubo, Ricuko Šimamune;Rumiko Takahaši;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
